,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
10,1401.16,1.42760260591025,17083.691725866698,11.605801637716802,19.982688,100.0,3665.225169,1.4299999943260402,311.15,121.733718660177,1367.5674960000001,132.55
11,1401.2420000000002,1.42760260591025,19560.2195979998,12.5141996630988,19.973544,99.85,3833.97883596,1.4299999943260402,311.15,121.733718660177,1367.707704,135.65
12,1401.318,1.42760260591025,17363.963609833998,11.9311979453163,19.970496,99.47,3668.02637388,1.4299999943260402,311.15,121.733718660177,1367.8448640000001,129.49
13,1401.3239999999998,1.42760260591025,17363.963609833998,11.9311979453163,19.970496,99.47,3668.02637388,1.4299999943260402,311.15,121.733718660177,1367.8448640000001,129.49
14,1401.464,1.42760260591025,17363.963609833998,11.9311979453163,19.970496,99.47,3668.02637388,1.4299999943260402,311.15,121.733718660177,1367.8448640000001,129.49
15,1401.4920000000002,1.42760260591025,19591.9354815484,12.676897816898599,20.000976,99.16,3858.96255516,1.4299999943260402,311.15,121.733718660177,1367.982024,126.46
16,1401.5739999999998,1.42760260591025,19591.9354815484,12.676897816898599,20.000976,99.16,3858.96255516,1.4299999943260402,311.15,121.733718660177,1367.982024,126.46
17,1401.775,1.42760260591025,20182.126705843602,11.782057970999901,19.961351999999998,99.53,3987.85583376,1.4299999943260402,311.15,121.733718660177,1368.256344,135.65
18,1401.797,1.42760260591025,20182.126705843602,11.782057970999901,19.961351999999998,99.53,3987.85583376,1.4299999943260402,311.15,121.733718660177,1368.256344,135.65
19,1401.964,1.42760260591025,20222.6678787275,12.2023615349826,20.000976,99.53,3987.85583376,1.4299999943260402,311.15,121.733718660177,1368.393504,141.96
20,1402.1589999999999,1.68253195047476,20244.9379447844,12.2023615349826,19.985736,99.54,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.533712,138.79
21,1402.296,1.68253195047476,20263.4158943301,11.9854306632496,19.967448,100.0,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.667824,138.79
22,1402.406,1.68253195047476,20271.8964458007,12.3515015092991,19.991832000000002,99.65,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.8049839999999,117.59
23,1402.519,1.68253195047476,20271.8964458007,12.3515015092991,19.991832000000002,99.65,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.8049839999999,117.59
24,1402.601,1.68253195047476,20189.2972534285,12.5548742015488,19.988784,99.45,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.945192,120.51
25,1402.629,1.68253195047476,20189.2972534285,12.5548742015488,19.988784,99.45,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.945192,120.51
26,1402.656,1.68253195047476,20189.2972534285,12.5548742015488,19.988784,99.45,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.945192,120.51
27,1402.6870000000001,1.68253195047476,20189.2972534285,12.5548742015488,19.988784,99.45,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1368.945192,120.51
28,1402.69,1.68253195047476,20218.3241816328,12.5548742015488,19.958304000000002,99.55,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.082352,120.51
29,1402.796,1.68253195047476,20218.3241816328,12.5548742015488,19.958304000000002,99.55,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.082352,120.51
30,1402.842,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
31,1402.851,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
32,1402.879,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
33,1402.933,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
34,1402.964,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
35,1402.991,1.68253195047476,20354.288795454,11.646476176166699,19.976592,99.02,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.219512,120.51
36,1402.994,1.68253195047476,20253.418496255,12.446408765682301,19.985736,99.53,3987.85583376,1.4299999943260402,311.15,122.18239635684799,1369.3566720000001,126.46
37,1403.019,1.62134869005494,19630.9997560515,8.910000338872551,20.7000006624,100.0,3934.69995040322,1.4299999943260402,311.15,122.243576895713,1368.8299559591999,126.46
38,1403.101,1.62134869005494,19630.9997560515,8.910000338872551,20.7000006624,100.0,3934.69995040322,1.4299999943260402,311.15,122.243576895713,1368.8299559591999,126.46
39,1403.129,1.62134869005494,19630.9997560515,8.910000338872551,20.7000006624,100.0,3934.69995040322,1.4299999943260402,311.15,122.243576895713,1368.8299559591999,126.46
40,1403.211,1.62134869005494,20248.385323431,11.782057970999901,19.967448,99.04,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.493832,120.51
41,1403.241,1.62134869005494,20248.385323431,11.782057970999901,19.967448,99.04,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.493832,120.51
42,1403.378,1.62134869005494,20211.4983719125,12.5684323810321,19.988784,100.0,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.6340400000001,111.85
43,1403.433,1.62134869005494,20211.4983719125,12.5684323810321,19.988784,100.0,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.6340400000001,111.85
44,1403.461,1.62134869005494,20233.4237001048,12.5684323810321,19.991832000000002,99.95,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.7712,114.7
45,1403.546,1.62134869005494,20233.4237001048,12.5684323810321,19.991832000000002,99.95,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.7712,114.7
46,1403.5739999999998,1.62134869005494,20233.4237001048,12.5684323810321,19.991832000000002,99.95,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.7712,114.7
47,1403.711,1.62134869005494,20267.7595914248,12.3515015092991,19.970496,99.47,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.90836,123.47
48,1403.7379999999998,1.62134869005494,20267.7595914248,12.3515015092991,19.970496,99.47,3987.85583376,1.4299999943260402,311.15,122.243576895713,1369.90836,123.47
49,1403.769,1.62134869005494,19692.1163050182,13.531063124347401,19.97964,99.11,3929.86332192,1.4299999943260402,311.15,122.243576895713,1370.04552,129.49
50,1403.8229999999999,1.62134869005494,19692.1163050182,13.531063124347401,19.97964,99.11,3929.86332192,1.4299999943260402,311.15,122.243576895713,1370.04552,129.49
51,1403.851,1.62134869005494,19692.1163050182,13.531063124347401,19.97964,99.11,3929.86332192,1.4299999943260402,311.15,122.243576895713,1370.04552,129.49
52,1403.906,1.62134869005494,19692.1163050182,13.531063124347401,19.97964,99.11,3929.86332192,1.4299999943260402,311.15,122.243576895713,1370.04552,129.49
53,1403.933,1.62134869005494,16770.0492166005,12.7718050732818,20.007072,100.0,3544.77335916,1.4299999943260402,311.15,122.243576895713,1370.1826800000001,123.47
54,1404.0,1.4785886562601,20264.9993925533,9.13999993980954,20.7000006624,99.0,4003.82006692925,1.4299999943260402,311.15,123.059352794126,1369.6999511712,123.47
55,1404.046,1.4785886562601,20264.9993925533,9.13999993980954,20.7000006624,99.0,4003.82006692925,1.4299999943260402,311.15,123.059352794126,1369.6999511712,123.47
56,1404.0610000000001,1.4785886562601,16731.852261196298,13.124317739848001,19.958304000000002,99.87,3601.17599796,1.4299999943260402,311.15,123.059352794126,1370.31984,117.59
57,1404.0729999999999,1.4785886562601,16731.852261196298,13.124317739848001,19.958304000000002,99.87,3601.17599796,1.4299999943260402,311.15,123.059352794126,1370.31984,117.59
58,1404.211,1.4785886562601,16731.852261196298,13.124317739848001,19.958304000000002,99.87,3601.17599796,1.4299999943260402,311.15,123.059352794126,1370.31984,117.59
59,1404.2379999999998,1.4785886562601,19224.5828129684,13.1378759193313,19.94916,99.0,3939.51612252,1.4299999943260402,311.15,123.059352794126,1370.4600480000001,123.47
60,1404.296,1.4785886562601,19224.5828129684,13.1378759193313,19.94916,99.0,3939.51612252,1.4299999943260402,311.15,123.059352794126,1370.4600480000001,123.47
61,1404.3229999999999,1.4785886562601,19224.5828129684,13.1378759193313,19.94916,99.0,3939.51612252,1.4299999943260402,311.15,123.059352794126,1370.4600480000001,123.47
62,1404.378,1.4785886562601,17529.43778487,12.541316022065498,20.000976,99.18,3675.67290612,1.4299999943260402,311.15,123.059352794126,1370.597208,129.49
63,1404.406,1.4785886562601,17529.43778487,12.541316022065498,20.000976,99.18,3675.67290612,1.4299999943260402,311.15,123.059352794126,1370.597208,129.49
64,1404.543,1.4785886562601,18913.2845211819,13.6259703807306,19.988784,99.55,3828.33857208,1.4299999943260402,311.15,123.059352794126,1370.734368,126.46
65,1404.5729999999999,1.4785886562601,18913.2845211819,13.6259703807306,19.988784,99.55,3828.33857208,1.4299999943260402,311.15,123.059352794126,1370.734368,126.46
66,1404.601,1.4785886562601,18913.2845211819,13.6259703807306,19.988784,99.55,3828.33857208,1.4299999943260402,311.15,123.059352794126,1370.734368,126.46
67,1404.671,1.4785886562601,20207.7752029742,12.676897816898599,19.973544,100.0,3983.42690172,1.4299999943260402,311.15,123.059352794126,1370.871528,129.49
68,1404.683,1.4785886562601,20207.7752029742,12.676897816898599,19.973544,100.0,3983.42690172,1.4299999943260402,311.15,123.059352794126,1370.871528,129.49
69,1404.765,1.4785886562601,20207.7752029742,12.676897816898599,19.973544,100.0,3983.42690172,1.4299999943260402,311.15,123.059352794126,1370.871528,129.49
70,1404.793,1.4785886562601,20207.7752029742,12.676897816898599,19.973544,100.0,3983.42690172,1.4299999943260402,311.15,123.059352794126,1370.871528,129.49
71,1404.851,1.4785886562601,18053.439339150802,12.5141996630988,19.973544,99.53,3850.8996276000003,1.4299999943260402,311.15,123.059352794126,1371.0086880000001,117.59
72,1404.96,1.4785886562601,18053.439339150802,12.5141996630988,19.973544,99.53,3850.8996276000003,1.4299999943260402,311.15,123.059352794126,1371.0086880000001,117.59
73,1404.976,1.4785886562601,18292.6874172238,12.744688714315199,19.988784,99.53,3649.5157092,1.4299999943260402,311.15,123.059352794126,1371.1488960000001,126.46
74,1405.015,1.4683914461901297,19052.0004258482,9.46000009197472,20.4599990088,100.0,3856.520018067,1.4299999943260402,311.15,123.16132308045601,1370.5799560152,126.46
75,1405.043,1.4683914461901297,19052.0004258482,9.46000009197472,20.4599990088,100.0,3856.520018067,1.4299999943260402,311.15,123.16132308045601,1370.5799560152,126.46
76,1405.128,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
77,1405.155,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
78,1405.183,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
79,1405.21,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
80,1405.2379999999998,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
81,1405.265,1.4683914461901297,18741.8808548737,12.4735251246489,19.973544,99.53,3862.18015536,1.4299999943260402,311.15,123.16132308045601,1371.2860560000001,114.7
82,1405.28,1.4683914461901297,16589.7513133841,12.1481288170494,19.958304000000002,99.55,3544.77335916,1.4299999943260402,311.15,123.16132308045601,1371.423216,114.7
83,1405.293,1.4683914461901297,16589.7513133841,12.1481288170494,19.958304000000002,99.55,3544.77335916,1.4299999943260402,311.15,123.16132308045601,1371.423216,114.7
84,1405.32,1.4683914461901297,16589.7513133841,12.1481288170494,19.958304000000002,99.55,3544.77335916,1.4299999943260402,311.15,123.16132308045601,1371.423216,114.7
85,1405.515,1.4683914461901297,17380.648922483502,13.124317739848001,19.988784,99.25,3669.65410104,1.4299999943260402,311.15,123.16132308045601,1371.560376,111.85
86,1405.57,1.4683914461901297,17380.648922483502,13.124317739848001,19.988784,99.25,3669.65410104,1.4299999943260402,311.15,123.16132308045601,1371.560376,111.85
87,1405.5970000000002,1.4683914461901297,19286.7735237528,13.0565268424314,19.982688,99.47,3850.8996276000003,1.4299999943260402,311.15,123.16132308045601,1371.697536,126.46
88,1405.655,1.4683914461901297,19286.7735237528,13.0565268424314,19.982688,99.47,3850.8996276000003,1.4299999943260402,311.15,123.16132308045601,1371.697536,126.46
89,1405.683,1.4683914461901297,19286.7735237528,13.0565268424314,19.982688,99.47,3850.8996276000003,1.4299999943260402,311.15,123.16132308045601,1371.697536,126.46
90,1405.82,1.4683914461901297,17301.290266039097,13.2056668167478,19.982688,99.8,3675.29436492,1.4299999943260402,311.15,123.16132308045601,1371.8346960000001,117.59
91,1405.878,1.4683914461901297,17301.290266039097,13.2056668167478,19.982688,99.8,3675.29436492,1.4299999943260402,311.15,123.16132308045601,1371.8346960000001,117.59
92,1405.89,1.4683914461901297,19718.8679633157,13.341248611581,20.000976,99.17,3959.1624108,1.4299999943260402,311.15,123.16132308045601,1371.974904,111.85
93,1405.933,1.4683914461901297,19718.8679633157,13.341248611581,20.000976,99.17,3959.1624108,1.4299999943260402,311.15,123.16132308045601,1371.974904,111.85
94,1405.96,1.4683914461901297,19718.8679633157,13.341248611581,20.000976,99.17,3959.1624108,1.4299999943260402,311.15,123.16132308045601,1371.974904,111.85
95,1405.9879999999998,1.4683914461901297,19718.8679633157,13.341248611581,20.000976,99.17,3959.1624108,1.4299999943260402,311.15,123.16132308045601,1371.974904,111.85
96,1406.21,1.42760260591025,17540.7451868308,12.7718050732818,19.967448,99.0,3717.57741696,1.44000010824716,311.15,123.20211237432899,1372.249224,111.85
97,1406.237,1.42760260591025,17540.7451868308,12.7718050732818,19.967448,99.0,3717.57741696,1.44000010824716,311.15,123.20211237432899,1372.249224,111.85
98,1406.2920000000001,1.42760260591025,17540.7451868308,12.7718050732818,19.967448,99.0,3717.57741696,1.44000010824716,311.15,123.20211237432899,1372.249224,111.85
99,1406.32,1.42760260591025,17540.7451868308,12.7718050732818,19.967448,99.0,3717.57741696,1.44000010824716,311.15,123.20211237432899,1372.249224,111.85
100,1406.375,1.42760260591025,16509.978971502198,13.1514340988146,19.997927999999998,99.0,3544.77335916,1.44000010824716,311.15,123.20211237432899,1372.386384,126.46
101,1406.46,1.42760260591025,16509.978971502198,13.1514340988146,19.997927999999998,99.0,3544.77335916,1.44000010824716,311.15,123.20211237432899,1372.386384,126.46
102,1406.5420000000001,1.42760260591025,18827.375845308998,12.609106919482,19.970496,99.0,3738.13220412,1.44000010824716,311.15,123.20211237432899,1372.523544,109.04
103,1406.5970000000002,1.42760260591025,18827.375845308998,12.609106919482,19.970496,99.0,3738.13220412,1.44000010824716,311.15,123.20211237432899,1372.523544,109.04
104,1406.625,1.42760260591025,18827.375845308998,12.609106919482,19.970496,99.0,3738.13220412,1.44000010824716,311.15,123.20211237432899,1372.523544,109.04
105,1406.6789999999999,1.42760260591025,18499.392240873,12.649781457932,19.952208,99.0,3793.70205228,1.44000010824716,311.15,123.20211237432899,1372.663752,109.04
106,1406.7920000000001,1.42760260591025,18499.392240873,12.649781457932,19.952208,99.0,3793.70205228,1.44000010824716,311.15,123.20211237432899,1372.663752,109.04
107,1406.902,1.42760260591025,18130.0400926779,13.2327831757145,19.985736,99.47,3751.79754144,1.44000010824716,311.15,123.20211237432899,1372.800912,109.04
108,1406.96,1.42760260591025,18995.5389756894,12.9073868681149,19.99488,99.45,3786.47191536,1.44000010824716,311.15,123.20211237432899,1372.9380720000001,95.51
109,1406.987,1.42760260591025,18995.5389756894,12.9073868681149,19.99488,99.45,3786.47191536,1.44000010824716,311.15,123.20211237432899,1372.9380720000001,95.51
110,1406.999,1.38681421922274,18300.9994539314,9.55000064320291,20.7000006624,100.0,3773.1000988864794,1.44000010824716,311.15,123.24290212179301,1372.3399657032,95.51
111,1407.015,1.38681421922274,18300.9994539314,9.55000064320291,20.7000006624,100.0,3773.1000988864794,1.44000010824716,311.15,123.24290212179301,1372.3399657032,95.51
112,1407.0420000000001,1.38681421922274,18300.9994539314,9.55000064320291,20.7000006624,100.0,3773.1000988864794,1.44000010824716,311.15,123.24290212179301,1372.3399657032,95.51
113,1407.0970000000002,1.38681421922274,18300.9994539314,9.55000064320291,20.7000006624,100.0,3773.1000988864794,1.44000010824716,311.15,123.24290212179301,1372.3399657032,95.51
114,1407.109,1.38681421922274,17495.3087362689,12.7853632527651,19.97964,100.0,3722.0063490000002,1.44000010824716,311.15,123.24290212179301,1373.0752320000001,109.04
115,1407.152,1.38681421922274,17495.3087362689,12.7853632527651,19.97964,100.0,3722.0063490000002,1.44000010824716,311.15,123.24290212179301,1373.0752320000001,109.04
116,1407.1789999999999,1.38681421922274,17495.3087362689,12.7853632527651,19.97964,100.0,3722.0063490000002,1.44000010824716,311.15,123.24290212179301,1373.0752320000001,109.04
117,1407.2620000000002,1.38681421922274,19566.4248795637,12.812479611731698,19.976592,100.0,3784.8441881999997,1.44000010824716,311.15,123.24290212179301,1373.212392,106.26
118,1407.265,1.38681421922274,19566.4248795637,12.812479611731698,19.976592,100.0,3784.8441881999997,1.44000010824716,311.15,123.24290212179301,1373.212392,106.26
119,1407.32,1.38681421922274,19566.4248795637,12.812479611731698,19.976592,100.0,3784.8441881999997,1.44000010824716,311.15,123.24290212179301,1373.212392,106.26
120,1407.402,1.38681421922274,19566.4248795637,12.812479611731698,19.976592,100.0,3784.8441881999997,1.44000010824716,311.15,123.24290212179301,1373.212392,106.26
121,1407.4289999999999,1.38681421922274,17109.1333802785,12.4192924067156,19.985736,99.04,3674.46157428,1.44000010824716,311.15,123.24290212179301,1373.349552,106.26
122,1407.515,1.38681421922274,17109.1333802785,12.4192924067156,19.985736,99.04,3674.46157428,1.44000010824716,311.15,123.24290212179301,1373.349552,106.26
123,1407.569,1.38681421922274,19925.434891819,13.0429686629481,19.9644,99.51,3832.76750412,1.44000010824716,311.15,123.24290212179301,1373.48976,103.52
124,1407.707,1.38681421922274,19925.434891819,13.0429686629481,19.9644,99.51,3832.76750412,1.44000010824716,311.15,123.24290212179301,1373.48976,103.52
125,1407.734,1.38681421922274,17167.6698696975,12.9480614065649,19.982688,99.04,3686.30991384,1.44000010824716,311.15,123.24290212179301,1373.62692,92.91
126,1407.765,1.38681421922274,17167.6698696975,12.9480614065649,19.982688,99.04,3686.30991384,1.44000010824716,311.15,123.24290212179301,1373.62692,92.91
127,1407.819,1.38681421922274,17167.6698696975,12.9480614065649,19.982688,99.04,3686.30991384,1.44000010824716,311.15,123.24290212179301,1373.62692,92.91
128,1407.874,1.38681421922274,19734.174324506497,12.9209450475982,19.991832000000002,99.47,3794.4969888000005,1.44000010824716,311.15,123.24290212179301,1373.7640800000001,103.52
129,1407.902,1.38681421922274,19734.174324506497,12.9209450475982,19.991832000000002,99.47,3794.4969888000005,1.44000010824716,311.15,123.24290212179301,1373.7640800000001,103.52
130,1407.9289999999999,1.38681421922274,19734.174324506497,12.9209450475982,19.991832000000002,99.47,3794.4969888000005,1.44000010824716,311.15,123.24290212179301,1373.7640800000001,103.52
131,1408.011,1.3562225890128299,18130.999753261298,9.52000045946018,20.7399998712,99.0,3745.50000133279,1.44000010824716,311.15,123.283691869258,1373.2099609152,103.52
132,1408.0420000000001,1.3562225890128299,20468.7417665206,12.9751777655315,19.958304000000002,99.45,3987.85583376,1.44000010824716,311.15,123.283691869258,1373.9012400000001,92.91
133,1408.069,1.3562225890128299,20468.7417665206,12.9751777655315,19.958304000000002,99.45,3987.85583376,1.44000010824716,311.15,123.283691869258,1373.9012400000001,92.91
134,1408.0970000000002,1.3562225890128299,20468.7417665206,12.9751777655315,19.958304000000002,99.45,3987.85583376,1.44000010824716,311.15,123.283691869258,1373.9012400000001,92.91
135,1408.124,1.3562225890128299,20468.7417665206,12.9751777655315,19.958304000000002,99.45,3987.85583376,1.44000010824716,311.15,123.283691869258,1373.9012400000001,92.91
136,1408.1760000000002,1.3562225890128299,20495.9071102557,13.178550457781201,19.976592,99.0,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.0384,95.51
137,1408.1789999999999,1.3562225890128299,20495.9071102557,13.178550457781201,19.976592,99.0,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.0384,95.51
138,1408.289,1.3562225890128299,20495.9071102557,13.178550457781201,19.976592,99.0,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.0384,95.51
139,1408.319,1.3562225890128299,20495.9071102557,13.178550457781201,19.976592,99.0,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.0384,95.51
140,1408.328,1.3562225890128299,20450.125921829098,12.812479611731698,19.997927999999998,99.73,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.17556,100.81
141,1408.3470000000002,1.3562225890128299,20450.125921829098,12.812479611731698,19.997927999999998,99.73,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.17556,100.81
142,1408.374,1.3562225890128299,20450.125921829098,12.812479611731698,19.997927999999998,99.73,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.17556,100.81
143,1408.402,1.3562225890128299,20450.125921829098,12.812479611731698,19.997927999999998,99.73,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.17556,100.81
144,1408.4560000000001,1.3562225890128299,20450.125921829098,12.812479611731698,19.997927999999998,99.73,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.17556,100.81
145,1408.484,1.3562225890128299,20428.2695412097,13.314132252614401,19.988784,99.53,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.315768,100.81
146,1408.569,1.3562225890128299,20428.2695412097,13.314132252614401,19.988784,99.53,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.315768,100.81
147,1408.624,1.3562225890128299,20428.2695412097,13.314132252614401,19.988784,99.53,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.315768,100.81
148,1408.786,1.3562225890128299,20444.7480111404,12.744688714315199,21.043392,99.22,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.593136,95.51
149,1408.816,1.3562225890128299,20444.7480111404,12.744688714315199,21.043392,99.22,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.593136,95.51
150,1408.856,1.3562225890128299,20444.7480111404,12.744688714315199,21.043392,99.22,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.593136,95.51
151,1408.898,1.3562225890128299,20444.7480111404,12.744688714315199,21.043392,99.22,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.593136,95.51
152,1408.9379999999999,1.3562225890128299,20469.224399531202,13.802226714013699,25.569672,99.43,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.7302960000002,98.14
153,1408.984,1.3562225890128299,20469.224399531202,13.802226714013699,25.569672,99.43,3987.85583376,1.44000010824716,311.15,123.283691869258,1374.7302960000002,98.14
154,1409.09,1.33582816887289,20432.8200810232,15.1173701238951,30.153864000000002,99.0,3987.85583376,1.44000010824716,311.15,123.293890893697,1374.867456,98.14
155,1409.151,1.33582816887289,20432.8200810232,15.1173701238951,30.153864000000002,99.0,3987.85583376,1.44000010824716,311.15,123.293890893697,1374.867456,98.14
156,1409.191,1.33582816887289,20432.8200810232,15.1173701238951,30.153864000000002,99.0,3987.85583376,1.44000010824716,311.15,123.293890893697,1374.867456,98.14
157,1409.234,1.33582816887289,20432.8200810232,15.1173701238951,30.153864000000002,99.0,3987.85583376,1.44000010824716,311.15,123.293890893697,1374.867456,98.14
158,1409.243,1.33582816887289,20403.3105198085,15.1444864828617,30.178247999999996,99.59,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.004616,100.81
159,1409.359,1.33582816887289,20403.3105198085,15.1444864828617,30.178247999999996,99.59,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.004616,100.81
160,1409.444,1.33582816887289,20484.254970430302,15.361417354594801,30.114240000000002,99.22,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.141776,103.52
161,1409.5479999999998,1.33582816887289,20471.7065121567,15.619022764777698,30.123384,99.28,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.278936,100.81
162,1409.694,1.33582816887289,20471.7065121567,15.619022764777698,30.123384,99.28,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.278936,100.81
163,1409.8220000000001,1.33582816887289,20456.7448888305,16.2969317389434,30.187392,99.24,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.419144,95.51
164,1409.852,1.33582816887289,20461.364376216898,16.6087698670597,30.1752,99.22,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.556304,92.91
165,1409.9470000000001,1.33582816887289,20461.364376216898,16.6087698670597,30.1752,99.22,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.556304,92.91
166,1409.987,1.33582816887289,20461.364376216898,16.6087698670597,30.1752,99.22,3987.85583376,1.44000010824716,311.15,123.293890893697,1375.556304,92.91
167,1409.999,1.3664197990828002,20446.0006713297,9.87999995273703,21.080000004000002,99.0,4003.82006692925,1.44000010824716,311.15,123.273492391226,1374.9599609712,92.91
168,1410.005,1.3664197990828002,20525.9682520539,16.7985843798261,30.208728000000004,100.0,3987.85583376,1.44000010824716,311.15,123.273492391226,1375.693464,90.35
169,1410.154,1.3664197990828002,20525.9682520539,16.7985843798261,30.208728000000004,100.0,3987.85583376,1.44000010824716,311.15,123.273492391226,1375.693464,90.35
170,1410.2820000000002,1.3664197990828002,20548.307265683798,16.839258918276,30.187392,99.32,3987.85583376,1.44000010824716,311.15,123.273492391226,1375.830624,92.91
