,Measured Depth m,Weight on Bit kkgf,Average Standpipe Pressure kPa,Average Surface Torque kN.m,Rate of Penetration m/h,Average Rotary Speed rpm,Mud Flow In L/min,Mud Density In g/cm3,Diameter mm,Average Hookload kkgf,Hole Depth (TVD) m,USROP Gamma gAPI
26,994.5010000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,994.0128456,19.015
27,994.654,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,994.1652456,19.015
28,994.959,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,994.4700456,19.015
29,995.1110000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,994.6224456,19.015
30,995.416,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,994.9272456,19.015
31,995.873,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,995.3844456,19.015
32,996.025,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,995.5368456,19.015
33,996.178,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,995.6892456,19.015
34,997.245,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,996.7560456,19.015
35,997.3969999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,996.9084456,19.015
36,997.549,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,997.0608456,19.015
37,997.8539999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,997.3656456,19.015
38,998.159,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,997.6704456,19.015
39,998.4639999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,997.9752456,19.015
40,998.6160000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,998.1276456,19.015
41,998.7689999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,998.2800456,19.015
42,998.921,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,998.4324456,19.015
43,999.073,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,998.5848456,19.015
44,999.378,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,998.8896456,19.015
45,999.835,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,999.3468456,19.015
46,1000.14,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,999.6516456,19.015
47,1000.293,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,999.8040456,19.015
48,1000.597,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1000.1088456,19.015
49,1000.9019999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1000.4136456,19.015
50,1001.055,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1000.5660456,19.015
51,1001.3589999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1000.8708456,19.015
52,1001.512,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1001.0232456,19.015
53,1001.664,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1001.1756456,19.015
54,1001.817,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1001.3280456,19.015
55,1001.9689999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1001.4804456,19.015
56,1002.426,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1001.9376456,19.015
57,1002.579,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1002.0900456,19.015
58,1002.883,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1002.3948456,19.015
59,1003.0360000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1002.5472456,19.015
60,1003.341,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1002.8520456,19.015
61,1003.645,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.1568456,19.015
62,1003.798,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.3092456,19.015
63,1003.95,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.4616456,19.015
64,1004.1030000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.6140456,19.015
65,1004.255,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.7664456,19.015
66,1004.4069999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1003.9188456,19.015
67,1004.56,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1004.0712456,19.015
68,1004.712,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1004.2236456,19.015
69,1005.169,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1004.6808456,19.015
70,1005.322,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1004.8332456,19.015
71,1005.627,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1005.1380456,19.015
72,1005.931,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1005.4428456,19.015
73,1006.084,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1005.5952456,19.015
74,1006.2360000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1005.7476456,19.015
75,1006.3889999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1005.9000456,19.015
76,1006.541,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1006.0524456,19.015
77,1006.846,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1006.3572456,19.015
78,1007.303,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1006.8144456,19.015
79,1007.455,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1006.9668456,19.015
80,1007.76,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1007.2716456,19.015
81,1008.217,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1007.7288456,19.015
82,1008.37,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1007.8812456,19.015
83,1008.827,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1008.3384456,19.015
84,1009.132,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1008.6432456,19.015
85,1009.284,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1008.7956456000001,19.015
86,1009.437,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1008.9480456,19.015
87,1009.5889999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1009.1004456000001,19.015
88,1009.7410000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1009.2528456,19.015
89,1009.8939999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1009.4052456000001,19.015
90,1010.3510000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1009.8624456,19.015
91,1010.6560000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1010.1672456,19.015
92,1010.808,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1010.3196456000001,19.015
93,1010.961,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1010.4720456,19.015
94,1011.113,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1010.6244456000001,19.015
95,1011.7230000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1011.2340456000001,19.015
96,1011.875,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1011.3864456,19.015
97,1012.0269999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1011.5388456000001,19.015
98,1012.485,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1011.9960456,19.015
99,1013.0939999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1012.6056456,19.015
100,1013.247,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1012.7580456000001,19.015
101,1013.3989999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1012.9104456,19.015
102,1013.8560000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1013.3676456000001,19.015
103,1014.0089999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1013.5200456,19.015
104,1014.1610000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1013.6724456000001,19.015
105,1014.313,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1013.8248456,19.015
106,1014.7710000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1014.2820456000001,19.015
107,1014.923,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1014.4344456,19.015
108,1015.2280000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1014.7392456,19.015
109,1015.38,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1014.8916456000001,19.015
110,1015.533,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1015.0440456,19.015
111,1015.685,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1015.1964456000001,19.015
112,1016.295,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1015.8060456000001,19.015
113,1016.447,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1015.9581408,19.015
114,1016.5989999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1016.1105408,19.015
115,1016.904,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1016.4153408,19.015
116,1017.057,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1016.5677408,19.015
117,1017.5139999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.0249408,19.015
118,1017.666,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.1773408,19.015
119,1017.819,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.3297408,19.015
120,1017.971,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.4821408,19.015
121,1018.123,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.6345408,19.015
122,1018.2760000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.7869408,19.015
123,1018.428,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1017.9393408,19.015
124,1018.581,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1018.0917408,19.015
125,1019.038,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1018.5489408,19.015
126,1019.6469999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1019.1585408,19.015
127,1019.952,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1019.4633408,19.015
128,1020.257,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1019.7681408,19.015
129,1020.409,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1019.9205408,19.015
130,1020.562,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.0729408,19.015
131,1020.775,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.2253408,19.015
132,1020.867,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.3777408,19.015
133,1021.0189999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.5301408,19.015
134,1021.08,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.5911007999999,19.015
135,1021.232,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.7435008,19.015
136,1021.385,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1020.8959007999999,19.015
137,1021.5369999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1021.0483008,19.015
138,1021.69,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1021.2007007999999,19.015
139,1021.842,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1021.3531008,19.015
140,1021.9939999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1021.3531008,19.015
141,1022.1469999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1021.6579008,19.015
142,1022.6039999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1022.1151007999999,19.015
143,1022.7560000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1022.2675008,19.015
144,1022.909,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1022.4199007999999,19.015
145,1023.061,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1022.5723008,19.015
146,1023.518,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.0295007999999,19.015
147,1023.671,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.1819008,19.015
148,1023.9760000000001,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.4867008,19.015
149,1024.128,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.6391007999999,19.015
150,1024.28,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.7915008,19.015
151,1024.433,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1023.9439007999999,19.015
152,1024.585,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1024.0963007999999,19.015
153,1025.347,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1024.8583008,19.015
154,1025.5,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1025.0107008,19.015
155,1025.652,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1025.1631008,19.015
156,1025.8039999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1025.3155007999999,19.015
157,1025.9569999999999,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1025.4679008,19.015
158,1026.109,6.1794802724901405,16538.9999357413,13.479998952959399,12.789999921600002,179.850006,1883.3499757007999,1.3600000356631898,444.5,140.914585980017,1025.6203008,19.015
